Timestamp,Station,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),AQI
2024-04-06,Mandir Marg,54.97,114.4,77.88,0.5,24.54,148.925
2024-04-06,Anand Vihar,77.53,231.44,67.12,0.71,35.5,173.39323467230443
2024-04-06,Ashok_Vihar,64.81,205.99,39.16,0.58,11.21,159.94714587737843
2024-04-06,ITO,53.89,77.77,36.19,0.85,38.79,146.22500000000002
2024-04-06,Patparganj,55.46,218.66,26.12,0.42,61.23,150.06342494714588
2024-04-07,Mandir Marg,42.59,90.41,87.21,0.59,12.85,117.97500000000001
2024-04-07,ITO,57.36,78.54,62.08,1.2,35.45,152.07188160676532
2024-04-07,Patparganj,68.72,207.24,33.71,0.52,50.99,164.08033826638479
2024-04-07,Sonia_Vihar,72.91,195.67,45.8,1.48,36.65,168.50951374207187
2024-04-07,Anand Vihar,82.48,257.2,87.02,0.98,32.87,178.62579281183932
2024-04-07,Ashok_Vihar,75.59,192.49,51.01,0.72,10.39,171.34249471458776
2024-04-07,Vivek_vihar,67.79,183.38,52.44,0.68,48.98,163.0972515856237
2024-04-08,Sonia_Vihar,113.84,255.08,66.03,1.82,30.17,211.77589852008458
2024-04-08,Anand Vihar,110.88,316.94,103.21,1.16,30.45,212.94
2024-04-08,Patparganj,60.9,202.21,40.97,0.6,55.09,155.81395348837208
2024-04-08,ITO,64.31,95.47,63.93,1.17,32.65,159.4186046511628
2024-04-08,Mandir Marg,54.31,117.78,93.41,0.59,10.98,147.275
2024-04-08,Ashok_Vihar,76.72,232.73,62.77,0.73,10.68,172.5369978858351
2024-04-08,Vivek_vihar,105.33,238.51,66.03,0.89,44.85,202.7801268498943
2024-04-09,Anand Vihar,132.38,352.52,96.69,2.69,50.87,248.51999999999998
2024-04-09,ITO,102.14,152.2,94.25,1.66,25.02,199.40803382663847
2024-04-09,Vivek_vihar,100.92,225.58,70.82,0.97,58.89,198.1183932346723
2024-04-09,Mandir Marg,57.36,120.28,89.46,0.88,21.22,152.07188160676532
2024-04-09,Ashok_Vihar,70.73,225.8,63.87,0.83,13.72,166.20507399577167
2024-04-09,Patparganj,89.09,237.36,57.03,0.78,61.18,185.61310782241014
2024-04-09,Sonia_Vihar,53.62,172.58,32.68,1.36,82.41,145.55
2024-04-10,Vivek_vihar,88.29,223.83,65.44,0.89,59.93,184.7674418604651
2024-04-10,Ashok_Vihar,81.72,268.89,72.58,0.99,15.38,177.82241014799155
2024-04-10,Mandir Marg,70.15,148.59,90.21,0.83,23.39,165.59196617336153
2024-04-10,ITO,89.52,154.18,95.32,1.7,44.02,186.06765327695558
2024-04-10,Patparganj,69.04,216.39,51.19,0.6,78.42,164.4186046511628
2024-04-10,Sonia_Vihar,112.51,299.56,56.71,2.07,71.64,210.36997885835095
2024-04-10,Anand Vihar,107.55,329.34,90.01,2.98,63.39,225.33999999999997
2024-04-11,Vivek_vihar,96.67,274.83,65.09,1.14,49.94,193.62579281183932
2024-04-11,Mandir Marg,53.46,128.21,94.75,0.56,15.04,145.15
2024-04-11,Anand Vihar,129.4,422.12,92.21,3.06,64.33,318.12
2024-04-11,Patparganj,68.65,267.2,49.72,1.18,60.8,164.0063424947146
2024-04-11,Sonia_Vihar,90.79,288.92,50.69,1.89,56.82,187.41014799154334
2024-04-11,Ashok_Vihar,81.23,292.06,58.61,0.97,11.24,188.06
2024-04-11,ITO,84.27,153.32,98.97,1.46,39.94,180.51797040169134
2024-04-12,Mandir Marg,75.08,161.21,97.13,0.69,22.22,170.80338266384777
2024-04-12,Anand Vihar,148.61,390.56,97.1,3.02,52.4,286.56
2024-04-12,Ashok_Vihar,94.56,313.01,65.93,0.99,16.98,209.01
2024-04-12,ITO,102.84,186.98,94.6,1.91,30.47,200.14799154334037
2024-04-12,Sonia_Vihar,111.65,292.64,51.68,1.91,64.76,209.46088794926004
2024-04-12,Patparganj,102.01,317.39,53.1,1.67,73.39,213.39
2024-04-12,Vivek_vihar,133.5,310.25,69.73,1.16,62.65,232.5581395348837
2024-04-13,Sonia_Vihar,67.52,210.83,46.3,1.42,60.9,162.81183932346724
2024-04-13,Mandir Marg,45.38,111.27,96.05,0.44,10.68,124.95000000000002
2024-04-13,Vivek_vihar,65.0,204.96,53.97,0.66,46.75,160.14799154334037
2024-04-13,ITO,67.58,126.0,88.97,1.06,22.75,162.87526427061312
2024-04-13,Patparganj,61.41,235.57,42.4,1.4,55.82,156.35306553911204
2024-04-13,Anand Vihar,143.5,482.5,113.63,3.21,5.55,378.5
2024-04-13,Ashok_Vihar,46.52,183.78,39.01,0.5,13.73,127.80000000000001
2024-04-14,Vivek_vihar,78.33,181.92,42.03,0.76,30.66,174.23890063424946
2024-04-14,ITO,64.48,116.3,62.91,1.07,11.66,159.59830866807613
2024-04-14,Ashok_Vihar,60.99,175.75,35.16,0.76,4.58,155.9090909090909
2024-04-14,Sonia_Vihar,68.2,153.36,26.94,1.28,39.31,163.53065539112052
2024-04-14,Patparganj,56.45,177.38,30.27,1.39,48.46,151.10993657505287
2024-04-14,Mandir Marg,56.94,106.47,92.82,0.7,6.51,151.62790697674419
2024-04-15,Ashok_Vihar,100.61,278.35,54.57,1.15,12.44,197.7906976744186
2024-04-15,ITO,95.47,170.2,80.65,1.73,24.12,192.35729386892177
2024-04-15,Mandir Marg,77.41,146.71,96.2,0.83,12.39,173.26638477801268
2024-04-15,Vivek_vihar,126.5,255.92,56.45,1.25,44.64,225.1585623678647
2024-04-15,Sonia_Vihar,97.45,207.45,33.23,1.76,45.47,194.45031712473573
2024-04-15,Patparganj,101.06,260.84,45.32,1.78,55.44,198.26638477801268
2024-04-16,ITO,70.96,134.63,73.8,0.95,24.93,166.44820295983087
2024-04-16,Vivek_vihar,90.83,242.12,47.65,1.04,37.95,187.4524312896406
2024-04-16,Ashok_Vihar,89.32,257.44,41.54,0.78,12.46,185.85623678646934
2024-04-16,Patparganj,68.72,238.33,46.61,1.57,41.04,164.08033826638479
2024-04-16,Mandir Marg,64.26,137.5,90.56,0.63,8.8,159.36575052854124
2024-04-16,Anand Vihar,35.82,183.73,61.18,0.38,34.0,114.865
2024-04-16,Sonia_Vihar,89.69,228.31,29.48,1.46,33.8,186.24735729386893
2024-04-17,Patparganj,27.78,163.89,34.99,1.21,66.6,104.945
2024-04-17,Vivek_vihar,22.42,146.0,32.78,0.38,58.64,96.0
2024-04-17,Anand Vihar,52.08,192.03,63.17,0.82,49.79,141.7
2024-04-17,Sonia_Vihar,27.24,119.31,22.74,1.11,66.69,89.65625
2024-04-17,ITO,29.63,85.14,47.4,0.74,33.82,87.67094017094017
2024-04-17,Ashok_Vihar,30.66,137.74,23.13,0.46,19.51,91.87
2024-04-17,Mandir Marg,26.28,73.47,85.54,0.4,13.12,84.61702127659575
2024-04-18,Ashok_Vihar,42.52,179.56,37.39,0.6,16.3,117.80000000000001
2024-04-18,Anand Vihar,79.87,249.96,78.43,0.94,32.63,175.86680761099367
2024-04-18,Patparganj,38.22,211.88,44.48,1.49,49.76,128.94
2024-04-18,Vivek_vihar,42.13,187.04,45.88,0.56,49.88,116.82500000000002
2024-04-18,ITO,40.55,123.67,59.72,1.01,26.66,112.875
2024-04-18,Mandir Marg,36.34,126.57,89.55,0.54,9.2,102.35000000000001
2024-04-18,Sonia_Vihar,45.71,170.46,34.22,1.3,53.33,125.775
2024-04-19,Patparganj,45.02,262.03,44.55,1.58,33.45,158.02999999999997
2024-04-19,Mandir Marg,38.45,141.01,89.65,0.62,10.26,107.62500000000001
2024-04-19,Sonia_Vihar,53.72,255.84,38.48,1.45,24.21,151.84
2024-04-19,Vivek_vihar,50.06,247.75,55.49,0.81,32.57,146.875
2024-04-19,ITO,43.58,142.84,79.82,1.3,19.57,120.45
2024-04-19,Ashok_Vihar,53.09,249.37,42.26,0.66,11.06,147.685
2024-04-20,Ashok_Vihar,59.75,240.49,25.48,0.46,15.42,154.5983086680761
2024-04-20,Vivek_vihar,56.14,231.29,36.15,0.5,45.01,150.78224101479915
2024-04-20,Sonia_Vihar,50.27,185.52,20.83,1.06,44.91,137.175
2024-04-20,Patparganj,50.69,239.17,34.18,1.25,49.71,142.58499999999998
2024-04-20,Mandir Marg,12.82,75.14,54.72,0.41,32.94,60.57
2024-04-20,ITO,51.25,144.88,59.23,1.26,28.86,139.625
2024-04-21,Sonia_Vihar,33.71,132.18,28.71,1.16,61.84,96.38888888888889
2024-04-21,Mandir Marg,31.22,86.16,67.23,0.78,16.3,91.06837606837607
2024-04-21,Patparganj,32.73,187.15,35.07,1.26,60.83,116.575
2024-04-21,ITO,38.66,87.94,67.82,1.07,39.03,108.14999999999999
2024-04-21,Vivek_vihar,39.32,170.23,40.67,0.5,55.35,109.80000000000001
2024-04-21,Ashok_Vihar,40.17,165.46,33.39,0.53,18.37,111.92500000000001
2024-04-22,Patparganj,29.0,147.04,40.55,1.34,59.1,96.52
2024-04-22,Vivek_vihar,31.88,140.59,44.15,0.56,54.91,93.295
2024-04-22,Sonia_Vihar,29.95,119.4,30.12,1.19,65.3,88.35470085470085
2024-04-22,Ashok_Vihar,32.23,136.95,32.31,0.54,21.9,93.22649572649573
2024-04-22,Anand Vihar,51.76,212.11,91.96,1.6,43.32,140.9
2024-04-22,ITO,35.68,96.3,55.88,1.39,36.49,100.7
2024-04-22,Mandir Marg,28.3,69.74,72.55,0.79,17.02,84.82905982905983
2024-04-23,Vivek_vihar,54.17,243.62,54.22,0.56,55.1,146.925
2024-04-23,Patparganj,50.99,250.34,49.44,1.21,57.36,148.17000000000002
2024-04-23,ITO,60.34,177.67,75.83,1.34,32.77,155.22198731501058
2024-04-23,Anand Vihar,82.62,308.58,90.51,1.42,44.15,204.57999999999998
2024-04-23,Ashok_Vihar,68.79,264.47,47.96,0.65,23.39,164.15433403805497
2024-04-23,Mandir Marg,54.07,147.48,66.19,0.36,33.56,146.675
2024-04-23,Sonia_Vihar,70.28,266.11,49.24,1.52,58.98,165.7293868921776
2024-04-24,ITO,52.32,119.1,68.84,1.38,34.22,142.3
2024-04-24,Ashok_Vihar,56.96,186.69,50.23,0.68,18.51,151.6490486257928
2024-04-24,Patparganj,45.01,189.49,47.46,1.61,55.22,124.025
2024-04-24,Sonia_Vihar,69.12,200.36,42.26,1.47,58.41,164.5031712473573
2024-04-24,Vivek_vihar,57.45,180.38,59.87,0.82,54.29,152.16701902748414
2024-04-24,Mandir Marg,43.98,96.79,85.2,0.8,11.03,121.44999999999999
2024-04-24,Anand Vihar,74.17,239.99,91.45,1.66,37.7,169.8414376321353
2024-04-25,Anand Vihar,83.97,296.37,92.03,1.64,38.01,192.37
2024-04-25,Vivek_vihar,66.11,225.05,63.43,0.92,53.37,161.3213530655391
2024-04-25,Patparganj,58.26,255.97,56.59,1.56,52.37,153.02325581395348
2024-04-25,Sonia_Vihar,76.78,242.51,50.27,1.61,50.41,172.60042283298097
2024-04-25,Mandir Marg,69.32,142.78,91.36,0.71,10.67,164.71458773784354
2024-04-25,Ashok_Vihar,70.68,230.02,62.35,0.83,14.45,166.1522198731501
2024-04-25,ITO,68.36,162.65,80.37,1.87,31.93,163.6997885835095
2024-04-26,Mandir Marg,41.27,107.32,95.19,0.52,13.74,114.67500000000001
2024-04-26,Anand Vihar,115.82,283.48,94.37,1.58,44.48,213.8689217758985
2024-04-26,Ashok_Vihar,55.31,198.04,45.92,0.62,24.52,149.775
2024-04-26,Patparganj,45.03,223.38,45.68,1.29,72.32,134.69
2024-04-26,Sonia_Vihar,62.54,207.19,53.88,1.49,69.9,157.5475687103594
2024-04-26,Vivek_vihar,78.18,222.51,54.6,0.72,71.69,174.08033826638479
2024-04-26,ITO,54.65,157.62,81.44,1.36,33.42,148.125
2024-04-27,Sonia_Vihar,61.73,231.05,32.34,1.27,56.79,156.69133192389006
2024-04-27,Ashok_Vihar,65.39,235.17,30.6,0.67,16.1,160.56025369978857
2024-04-27,ITO,46.99,158.23,59.38,1.04,39.46,128.97500000000002
2024-04-27,Anand Vihar,73.66,318.13,70.47,0.85,53.79,214.13
2024-04-27,Vivek_vihar,53.6,239.19,42.59,0.6,51.56,145.5
2024-04-27,Patparganj,46.05,254.27,39.8,1.28,50.74,150.27
2024-04-27,Mandir Marg,39.72,142.89,72.58,0.67,18.13,110.8
2024-04-28,Anand Vihar,96.39,281.09,92.78,1.03,26.51,193.32980972515855
2024-04-28,Ashok_Vihar,48.22,189.36,26.37,0.56,17.66,132.05
2024-04-28,Patparganj,49.92,222.36,29.1,1.29,71.55,136.3
2024-04-28,Sonia_Vihar,80.0,286.86,34.05,1.78,34.7,182.86
2024-04-28,ITO,54.27,105.53,50.87,1.15,40.19,147.175
2024-04-28,Mandir Marg,52.8,118.7,81.22,0.63,11.42,143.5
2024-04-28,Vivek_vihar,61.29,214.21,39.22,0.65,62.18,156.2262156448203
2024-04-29,Patparganj,63.36,279.92,36.44,1.36,67.41,175.92000000000002
2024-04-29,Anand Vihar,115.34,348.89,78.62,1.13,60.31,244.89
2024-04-29,Vivek_vihar,77.35,287.24,49.92,0.7,50.94,183.24
2024-04-29,Mandir Marg,58.85,167.96,83.54,0.67,14.85,153.64693446088796
2024-04-29,Ashok_Vihar,74.93,293.78,36.25,0.7,17.02,189.77999999999997
2024-04-29,ITO,73.35,178.47,78.94,1.3,47.83,168.97463002114165
2024-04-30,Ashok_Vihar,53.25,219.75,34.5,0.86,16.67,144.625
2024-04-30,Patparganj,50.86,246.95,37.77,1.33,57.1,146.475
2024-04-30,Anand Vihar,70.49,252.03,67.96,0.89,47.74,165.95137420718817
2024-04-30,Vivek_vihar,48.75,214.42,37.77,0.51,58.17,133.375
2024-04-30,Mandir Marg,43.86,143.48,79.45,0.8,15.07,121.15
2024-04-30,ITO,51.11,122.49,61.75,1.04,43.51,139.275
2024-05-01,Sonia_Vihar,46.0,204.05,24.91,1.17,85.64,153.2
2024-05-01,Mandir Marg,41.29,170.14,80.71,0.62,16.72,114.725
2024-05-01,Vivek_vihar,62.38,246.32,34.0,0.43,58.73,157.37843551797042
2024-05-01,Patparganj,45.88,253.27,30.23,1.19,62.31,149.635
2024-05-01,Anand Vihar,77.25,272.17,58.5,0.66,52.12,173.09725158562367
2024-05-01,ITO,49.96,129.84,47.6,0.81,48.32,136.4
2024-05-01,Ashok_Vihar,52.11,259.32,28.28,0.75,18.53,155.32
2024-05-02,Mandir Marg,60.28,187.54,86.29,0.67,19.0,155.1585623678647
2024-05-02,Anand Vihar,76.65,239.03,70.67,0.79,61.18,172.4630021141649
2024-05-02,Sonia_Vihar,61.16,201.11,32.97,1.37,77.38,156.08879492600423
2024-05-02,ITO,58.47,118.01,51.24,1.01,51.07,153.24524312896406
2024-05-02,Vivek_vihar,73.95,226.88,43.72,0.63,63.33,169.60887949260044
2024-05-02,Patparganj,56.95,241.53,39.82,1.37,64.15,151.6384778012685
2024-05-02,Ashok_Vihar,67.54,231.23,38.65,0.95,22.02,162.83298097251586
2024-05-03,Ashok_Vihar,115.05,323.73,61.06,1.11,49.05,219.73000000000002
2024-05-03,Vivek_vihar,112.69,287.15,50.95,0.74,66.58,210.56025369978857
2024-05-03,Sonia_Vihar,110.57,278.08,44.8,1.51,72.73,208.31923890063425
2024-05-03,ITO,95.04,175.28,44.73,1.08,45.3,191.90274841437633
2024-05-03,Patparganj,106.47,332.91,57.34,1.54,56.73,228.91000000000003
2024-05-03,Anand Vihar,124.15,335.08,90.1,1.24,47.85,231.07999999999998
2024-05-04,Anand Vihar,147.15,400.42,104.89,2.37,48.83,296.42
2024-05-04,Vivek_vihar,113.77,312.05,70.03,1.81,61.71,211.70190274841437
2024-05-04,Sonia_Vihar,110.77,294.2,54.75,2.02,70.98,208.5306553911205
2024-05-04,ITO,124.83,209.04,61.83,1.98,40.48,223.39323467230446
2024-05-04,Ashok_Vihar,117.2,318.98,69.28,1.75,66.88,215.3276955602537
2024-05-04,Patparganj,113.42,360.68,60.41,2.09,59.23,256.68
2024-05-05,Ashok_Vihar,143.21,332.89,65.28,2.31,68.33,242.82241014799155
2024-05-05,Vivek_vihar,148.26,354.46,70.44,2.56,59.0,250.45999999999998
2024-05-05,Sonia_Vihar,140.16,342.68,52.1,2.76,60.77,239.5983086680761
2024-05-05,ITO,126.63,221.49,67.06,1.58,44.35,225.29598308668074
2024-05-05,Anand Vihar,159.4,451.8,101.48,3.39,40.64,347.8
2024-05-05,Patparganj,150.95,392.92,64.14,1.92,66.17,288.92
2024-05-06,Sonia_Vihar,96.64,278.91,40.1,1.74,64.74,193.5940803382664
2024-05-06,ITO,93.96,202.95,49.23,1.54,45.9,190.7610993657505
2024-05-06,Ashok_Vihar,102.12,309.7,50.99,2.06,73.43,205.7
2024-05-06,Anand Vihar,123.53,354.01,85.59,2.26,44.42,250.01
2024-05-06,Vivek_vihar,106.84,326.03,56.62,1.28,60.71,222.02999999999997
2024-05-07,Patparganj,89.5,461.13,36.61,1.63,70.16,357.13
2024-05-07,Anand Vihar,135.93,551.05,87.42,2.74,71.84,447.04999999999995
2024-05-07,Vivek_vihar,176.57,412.43,67.14,1.3,71.87,308.43
2024-05-07,Ashok_Vihar,142.15,400.04,76.22,1.25,56.65,296.04
2024-05-07,Sonia_Vihar,170.11,393.12,51.31,2.1,77.86,289.12
2024-05-07,ITO,135.88,266.15,73.35,1.8,48.24,235.07399577167018
2024-05-08,ITO,77.12,163.85,55.36,1.22,24.28,172.9598308668076
2024-05-08,Ashok_Vihar,61.55,271.34,31.91,1.0,69.53,167.33999999999997
2024-05-08,Patparganj,91.17,331.71,22.7,1.28,51.15,227.70999999999998
2024-05-08,Sonia_Vihar,67.52,264.86,28.0,1.35,54.55,162.81183932346724
2024-05-08,Anand Vihar,94.0,291.96,37.02,0.82,29.55,190.80338266384777
2024-05-08,Vivek_vihar,73.21,252.69,32.21,0.65,56.74,168.82663847780125
2024-05-09,Patparganj,63.14,251.88,19.81,1.36,71.75,158.1818181818182
2024-05-09,Sonia_Vihar,56.58,195.75,26.18,1.25,75.07,151.24735729386893
2024-05-09,Vivek_vihar,49.12,170.44,32.79,0.63,67.45,134.3
2024-05-09,Anand Vihar,76.86,224.32,25.01,0.77,60.41,172.6849894291755
2024-05-09,ITO,66.73,104.46,56.13,1.2,33.85,161.97674418604652
2024-05-09,Ashok_Vihar,45.4,192.8,30.67,1.0,84.05,146.83333333333331
2024-05-10,ITO,98.46,130.31,57.62,1.16,40.98,195.51797040169134
2024-05-10,Patparganj,72.29,268.43,21.28,1.44,74.44,167.8541226215645
2024-05-10,Anand Vihar,141.98,277.4,45.16,0.87,65.91,241.52219873150102
2024-05-10,Sonia_Vihar,69.6,199.18,26.44,1.26,86.26,165.0105708245243
2024-05-10,Ashok_Vihar,63.52,226.06,31.21,0.91,87.75,163.75
2024-05-10,Vivek_vihar,71.23,185.68,33.79,0.67,73.26,166.73361522198732
2024-05-11,Anand Vihar,82.69,224.19,73.17,0.97,35.26,178.8477801268499
2024-05-11,Ashok_Vihar,51.48,295.93,28.78,1.27,88.0,191.93
2024-05-11,Sonia_Vihar,44.32,217.23,25.0,1.09,89.83,174.14999999999998
2024-05-11,Vivek_vihar,59.07,252.96,39.8,0.69,66.14,153.87949260042282
2024-05-11,Patparganj,74.51,296.47,13.33,1.3,93.6,192.99999999999997
2024-05-11,ITO,80.24,131.93,22.18,0.98,63.28,176.25792811839324
2024-05-12,Ashok_Vihar,74.5,216.12,38.55,3.54,100.51,227.55
2024-05-12,Anand Vihar,99.56,275.44,97.72,1.88,24.03,196.68076109936575
2024-05-12,Patparganj,92.67,392.67,14.62,1.84,93.15,288.67
2024-05-12,ITO,86.09,117.85,29.74,1.38,51.54,182.4418604651163
2024-05-12,Vivek_vihar,82.31,250.52,51.25,0.92,68.7,178.446088794926
2024-05-12,Sonia_Vihar,84.71,207.29,37.41,1.65,70.76,180.9830866807611
2024-05-13,Sonia_Vihar,102.38,254.25,46.56,1.78,67.68,199.66173361522198
2024-05-13,Patparganj,93.58,285.54,19.86,1.05,81.87,190.35940803382664
2024-05-13,Anand Vihar,129.4,341.64,97.44,2.74,69.97,237.64
2024-05-13,ITO,102.42,137.89,33.1,1.72,58.38,199.70401691331924
2024-05-13,Ashok_Vihar,86.29,244.0,55.26,1.58,89.11,182.65327695560254
2024-05-13,Vivek_vihar,101.86,271.46,64.35,1.16,76.11,199.1120507399577
2024-05-14,Ashok_Vihar,101.25,253.62,66.93,1.04,67.88,198.46723044397464
2024-05-14,Patparganj,100.58,300.17,29.02,0.74,50.4,197.75898520084567
2024-05-14,Anand Vihar,118.46,361.4,103.01,3.11,48.12,257.4
2024-05-14,ITO,109.11,139.66,49.85,1.43,39.19,206.77589852008458
2024-05-14,Mandir Marg,70.2,142.89,56.05,0.95,13.79,165.6448202959831
2024-05-14,Vivek_vihar,100.56,273.26,74.86,1.25,75.09,197.73784355179703
2024-05-14,Sonia_Vihar,110.66,287.6,61.97,2.15,83.38,208.41437632135307
2024-05-15,Sonia_Vihar,144.79,335.92,69.77,2.51,81.71,244.49260042283296
2024-05-15,Mandir Marg,101.34,180.67,77.62,1.4,17.62,198.56236786469344
2024-05-15,Vivek_vihar,124.27,299.2,87.7,1.54,82.91,222.80126849894293
2024-05-15,Ashok_Vihar,113.33,292.21,77.16,1.42,71.49,211.23678646934462
2024-05-15,Patparganj,110.88,322.33,28.97,0.72,78.41,218.32999999999998
2024-05-15,Anand Vihar,175.09,425.39,109.53,3.03,73.45,321.39
2024-05-15,ITO,116.4,152.19,112.42,1.83,69.17,214.48202959830866
2024-05-16,ITO,109.61,151.02,78.93,1.38,77.33,207.3044397463002
2024-05-16,Ashok_Vihar,88.96,279.67,73.84,1.32,67.99,185.47568710359408
2024-05-16,Vivek_vihar,90.17,279.41,73.42,1.27,80.59,186.75475687103594
2024-05-16,Patparganj,92.88,276.42,23.04,0.84,69.7,189.61945031712474
2024-05-16,Sonia_Vihar,108.43,282.13,54.99,1.85,80.0,206.0570824524313
2024-05-16,Anand Vihar,164.63,348.85,86.41,2.76,71.17,265.4651162790698
2024-05-16,Mandir Marg,87.73,171.0,91.73,1.21,18.8,184.17547568710359
2024-05-17,Sonia_Vihar,101.04,274.71,63.73,2.11,62.33,198.24524312896406
2024-05-17,ITO,90.45,123.61,46.95,1.66,58.86,187.0507399577167
2024-05-17,Anand Vihar,195.81,461.9,105.58,4.9,48.13,357.9
2024-05-17,Ashok_Vihar,73.79,248.29,70.67,1.5,71.54,169.43974630021143
2024-05-17,Mandir Marg,72.5,153.17,86.21,0.82,20.25,168.07610993657505
2024-05-17,Vivek_vihar,86.86,288.67,99.35,1.52,55.09,184.67000000000002
2024-05-17,Patparganj,94.08,300.88,31.21,0.88,61.36,196.88
2024-05-18,Mandir Marg,92.29,221.33,88.24,1.17,9.54,188.99577167019027
2024-05-18,Sonia_Vihar,108.62,314.62,50.82,2.13,55.15,210.62
2024-05-18,Anand Vihar,161.06,424.26,94.16,5.16,20.52,320.26
2024-05-18,Ashok_Vihar,94.17,299.12,63.03,1.1,72.81,195.12
2024-05-18,Patparganj,104.92,358.95,26.37,0.76,95.0,254.95
2024-05-18,ITO,114.46,155.25,43.23,0.83,42.0,212.43128964059196
2024-05-18,Vivek_vihar,89.2,302.77,91.98,1.2,63.17,198.76999999999998
2024-05-19,Ashok_Vihar,79.5,280.25,43.69,0.94,80.89,176.25
2024-05-19,Vivek_vihar,84.9,321.05,94.14,0.81,67.06,217.05
2024-05-19,Anand Vihar,120.38,312.25,64.39,3.62,52.96,218.6892177589852
2024-05-19,ITO,115.09,154.57,42.44,0.66,34.33,213.09725158562367
2024-05-19,Sonia_Vihar,87.83,238.62,33.85,1.38,67.03,184.28118393234672
2024-05-19,Mandir Marg,82.6,184.5,94.27,0.84,5.93,178.75264270613107
2024-05-19,Patparganj,90.58,303.62,18.83,0.72,72.52,199.62
2024-05-20,Patparganj,87.88,312.5,18.15,0.72,69.05,208.5
2024-05-20,Vivek_vihar,83.37,323.48,70.18,1.02,60.99,219.48000000000002
2024-05-20,ITO,116.67,160.15,46.06,0.87,43.37,214.7674418604651
2024-05-20,Sonia_Vihar,82.91,252.17,34.14,1.54,53.79,179.08033826638479
2024-05-20,Ashok_Vihar,72.12,287.46,48.08,1.09,70.47,183.45999999999998
2024-05-20,Mandir Marg,55.5,165.4,89.18,0.77,2.24,150.10570824524314
2024-05-20,Anand Vihar,126.07,363.51,73.06,3.77,55.99,259.51
2024-05-21,Sonia_Vihar,84.58,278.67,34.93,1.58,70.51,180.84566596194503
2024-05-21,Anand Vihar,91.98,310.56,50.14,2.77,44.68,206.56
2024-05-21,Patparganj,89.29,330.33,12.45,0.63,68.5,226.32999999999998
2024-05-21,Ashok_Vihar,68.04,291.79,43.34,1.07,71.93,187.79000000000002
2024-05-21,Vivek_vihar,70.49,299.79,46.9,0.78,59.14,195.79000000000002
2024-05-21,ITO,108.76,159.41,47.84,0.93,25.97,206.4059196617336
2024-05-22,Vivek_vihar,65.6,215.21,52.85,0.93,44.18,160.78224101479915
2024-05-22,Patparganj,70.62,256.25,8.75,0.69,68.26,166.08879492600423
2024-05-22,Sonia_Vihar,73.67,211.25,29.52,1.41,55.5,169.31289640591967
2024-05-22,ITO,86.79,113.15,53.17,0.79,28.04,183.1818181818182
2024-05-22,Ashok_Vihar,60.71,221.5,28.5,0.94,81.06,155.61310782241014
2024-05-22,Anand Vihar,94.21,236.5,34.01,2.75,32.44,191.02536997885835
2024-05-23,ITO,65.18,85.93,46.73,0.69,23.52,160.33826638477802
2024-05-23,Ashok_Vihar,46.96,173.25,22.01,1.0,69.24,128.9
2024-05-23,Sonia_Vihar,51.64,162.46,26.67,1.21,48.08,140.60000000000002
2024-05-23,Anand Vihar,61.31,164.88,24.72,2.58,27.45,156.24735729386893
2024-05-23,Patparganj,52.42,208.92,7.64,0.67,59.22,142.55
2024-05-23,Mandir Marg,45.14,118.33,80.21,0.87,14.39,124.35000000000001
2024-05-23,Vivek_vihar,46.55,168.94,29.4,0.58,45.42,127.875
2024-05-24,Vivek_vihar,46.94,181.22,29.02,0.65,60.83,128.85
2024-05-24,Patparganj,46.17,179.5,8.04,0.68,64.96,126.92500000000001
2024-05-24,Mandir Marg,46.13,113.54,69.9,0.81,34.86,126.82500000000002
2024-05-24,Sonia_Vihar,52.17,147.21,23.85,1.25,59.04,141.925
2024-05-24,Ashok_Vihar,42.92,148.88,24.23,0.9,79.39,131.3
2024-05-24,ITO,65.32,81.3,46.75,0.77,22.08,160.4862579281184
2024-05-24,Anand Vihar,60.64,177.15,27.11,2.79,43.34,155.53911205073996
2024-05-25,Vivek_vihar,59.42,274.35,71.78,0.74,70.05,170.35000000000002
2024-05-25,Mandir Marg,52.25,129.79,63.17,0.78,65.38,142.125
2024-05-25,Ashok_Vihar,54.89,191.5,31.9,0.86,80.27,148.72500000000002
2024-05-25,Patparganj,55.92,221.33,12.71,0.67,63.61,150.54968287526427
2024-05-25,Anand Vihar,97.71,232.12,46.07,2.95,31.45,194.72515856236785
2024-05-25,ITO,77.89,98.8,50.83,0.6,43.27,173.7737843551797
2024-05-25,Sonia_Vihar,64.12,183.54,28.75,1.34,56.58,159.21775898520085
2024-05-26,Vivek_vihar,67.83,237.13,56.98,0.97,77.88,163.13953488372093
2024-05-26,ITO,84.72,107.06,48.17,1.19,56.87,180.9936575052854
2024-05-26,Ashok_Vihar,57.56,212.58,45.22,1.02,93.86,194.3
2024-05-26,Mandir Marg,51.01,127.33,71.4,0.83,67.36,139.025
2024-05-26,Sonia_Vihar,68.12,186.38,36.62,1.46,68.23,163.446088794926
2024-05-26,Anand Vihar,113.62,277.46,70.33,3.2,67.62,211.5433403805497
2024-05-26,Patparganj,66.42,276.12,18.86,0.71,77.93,172.12
